    99/299     5.11G   0.02336   0.00466         0   0.02802        11       640    0.9632         1     0.995    0.7136    0.0209  0.002935         0
   100/299     5.11G   0.02269  0.004752         0   0.02744        10       640    0.9216         1     0.995    0.7079   0.02122  0.002917         0
   101/299     5.12G   0.02278  0.004794         0   0.02758         9       640     0.903    0.9912     0.995    0.7189   0.02083  0.002889         0
   102/299     5.12G   0.02243  0.004793         0   0.02723        10       640    0.9356    0.9912     0.995    0.6977   0.02123   0.00288         0
   103/299     5.12G   0.02287  0.004547         0   0.02741         8       640    0.9256    0.9912     0.995    0.7232   0.02033  0.002923         0
   104/299     5.12G   0.02268  0.004506         0   0.02718         9       640    0.9209         1     0.995    0.7232   0.02055  0.002889         0
   105/299     5.12G     0.023  0.004671         0   0.02767         8       640    0.9343         1     0.995    0.7378   0.01967  0.002855         0
   106/299     5.12G    0.0228  0.004732         0   0.02753        12       640    0.9681    0.9912     0.995    0.7231   0.02055  0.002852         0
   107/299     5.12G    0.0222  0.004715         0   0.02691        11       640    0.9033    0.9912    0.9949    0.7235   0.02109  0.003366         0
   108/299     5.12G    0.0222  0.004644         0   0.02684        17       640    0.9524         1     0.995    0.7241   0.01933  0.002895         0
   109/299     5.12G   0.02246  0.004554         0   0.02701        10       640    0.9035         1    0.9948    0.7204   0.02011  0.002897         0
   110/299     5.12G     0.022  0.004689         0   0.02668        14       640    0.9308         1    0.9949    0.7298   0.02009  0.002887         0
   111/299     5.12G   0.02215  0.004453         0    0.0266        11       640    0.9122    0.9912     0.995     0.704   0.02049  0.002897         0
   112/299     5.12G   0.02219  0.004473         0   0.02667        15       640     0.926         1     0.995    0.7192   0.02008  0.002888         0
   113/299     5.12G   0.02211  0.004553         0   0.02666         9       640    0.9352         1     0.995    0.7183   0.02005  0.002763         0
   114/299     5.12G   0.02179  0.004749         0   0.02653        12       640     0.941         1     0.995    0.7308   0.01973   0.00272         0
   115/299     5.12G   0.02168  0.004402         0   0.02608         8       640    0.9227         1     0.995    0.7171   0.02023   0.00275         0
   116/299     5.12G    0.0218  0.004748         0   0.02654        11       640    0.9393    0.9912     0.995    0.7407   0.01964   0.00273         0
   117/299     5.12G   0.02135  0.004574         0   0.02592         9       640    0.9586    0.9912     0.995    0.7077   0.02067   0.00283         0
   118/299     5.12G   0.02174  0.004577         0   0.02631         6       640    0.9585         1     0.995    0.7143   0.01946  0.002803         0
   119/299     5.12G   0.02211   0.00448         0   0.02659        17       640    0.9208         1     0.995    0.7126   0.02031  0.002837         0
   120/299     5.12G   0.02149  0.004478         0   0.02596         9       640    0.9582    0.9912     0.995     0.713   0.01964  0.002794         0
   121/299     5.12G   0.02111  0.004408         0   0.02552         5       640    0.9454         1     0.995    0.7263   0.02027  0.002798         0
   122/299     5.12G   0.02167   0.00453         0    0.0262        13       640    0.9337         1     0.995    0.7266   0.01998  0.002723         0
   123/299     5.12G   0.02174  0.004497         0   0.02624         7       640    0.9606         1     0.995    0.7253   0.01918  0.002822         0
   124/299     5.12G   0.02121  0.004587         0    0.0258        13       640    0.9167         1     0.995    0.7367   0.01949  0.002779         0
   125/299     5.12G   0.02138  0.004557         0   0.02593        11       640    0.8991    0.9912     0.995    0.7316   0.02017  0.002935         0
   126/299     5.12G   0.02096  0.004661         0   0.02562        15       640    0.9657     0.996     0.995    0.7314   0.02056  0.002841         0
   127/299     5.12G   0.02122  0.004324         0   0.02554        13       640    0.9339    0.9912     0.995    0.7349   0.01973  0.002787         0
   128/299     5.12G   0.02076  0.004263         0   0.02503        12       640    0.9395         1     0.995    0.7348   0.02028  0.002729         0
   129/299     5.12G   0.02119  0.004429         0   0.02562        15       640    0.9582         1     0.995    0.7156   0.02045  0.002741         0
   130/299     5.12G   0.02073  0.004171         0    0.0249        11       640    0.9371         1     0.995    0.7034    0.0212  0.002851         0
   131/299     5.12G   0.02059  0.004287         0   0.02487         6       640    0.9504         1     0.995    0.7264   0.02016  0.002801         0
